"12 Hours","12 个小时",module,Magento_AdminNotification
"24 Hours","24 小时",module,Magento_AdminNotification
critical,紧急,module,Magento_AdminNotification
major,主要,module,Magento_AdminNotification
minor,次要,module,Magento_AdminNotification
notice,通知,module,Magento_AdminNotification
"Wrong message type",错误消息类型,module,Magento_AdminNotification
"Wrong notification ID specified.","指定的错误通知 ID。",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{base_url}} 不建议在生产环境中使用申报不安全的基本URL / 安全的基本URL。我们强烈建议在您的 Magento
 里更改此值 <a href=""%1""> 配置</a>。",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1.",一个或多个缓存类型将失效：%1。,module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","请跳转至 <a href=""%1"">缓存管理</a> 并刷新缓存类型。",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.",我们未能同步一个或多个媒体文件，请参阅日志文件中的详细信息。,module,Magento_AdminNotification
"Synchronization of media storages has been completed.",媒体库同步已完成。,module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","您的 web 服务器设置错误，允许对敏感文件进行未经授权的访问，请与您的主机供应商联系。",module,Magento_AdminNotification
"System Messages:",系统消息：,module,Magento_AdminNotification
"Critical System Messages",紧急系统消息,module,Magento_AdminNotification
"Major System Messages",主要系统消息,module,Magento_AdminNotification
"System messages",系统消息,module,Magento_AdminNotification
Close,关闭,module,Magento_AdminNotification
"See All (","查看所有 (",module,Magento_AdminNotification
unread),未读),module,Magento_AdminNotification
"Show Toolbar",显示工具栏,module,Magento_AdminNotification
"Show List",显示列表,module,Magento_AdminNotification
"Use HTTPS to Get Feed","使用 HTTPS 来得到订阅源",module,Magento_AdminNotification
"Update Frequency",更新频率,module,Magento_AdminNotification
"Last Update",最近更新,module,Magento_AdminNotification
Severity,严重程度,module,Magento_AdminNotification
"Date Added",日期已添加,module,Magento_AdminNotification
Message,信息,module,Magento_AdminNotification
Actions,操作,module,Magento_AdminNotification
"Manage Shopping Cart",管理购物车,module,Magento_AdvancedCheckout
"Create Order",创建订单,module,Magento_AdvancedCheckout
Back,后退,module,Magento_AdvancedCheckout
"Add Products",添加产品,module,Magento_AdvancedCheckout
"Update Items and Quantities",更新商品及数量,module,Magento_AdvancedCheckout
"Are you sure you want to clear your cart?",确实要清除您的购物车吗？,module,Magento_AdvancedCheckout
"Clear my shopping cart",清空我的购物车,module,Magento_AdvancedCheckout
"Add selections to my cart",将选项添加到我的购物车,module,Magento_AdvancedCheckout
Cancel,取消,module,Magento_AdvancedCheckout
"Shopping Cart for %1 in %2","在 %2 %1 的购物车",module,Magento_AdvancedCheckout
"Select products you want to buy",选择你想要买的产品,module,Magento_AdvancedCheckout
Product,产品,module,Magento_AdvancedCheckout
Price,价格,module,Magento_AdvancedCheckout
Quantity,数量,module,Magento_AdvancedCheckout
"Products in the Comparison List (%1)","在比较列表中的产品 (%1)",module,Magento_AdvancedCheckout
"Last ordered items (%1)","最后订购的商品 (%1)",module,Magento_AdvancedCheckout
Products,产品展示,module,Magento_AdvancedCheckout
ID,编号ID,module,Magento_AdvancedCheckout
SKU,"商品编号 SKU",module,Magento_AdvancedCheckout
"Recently Compared Products (%1)","最近比较的产品 (%1)",module,Magento_AdvancedCheckout
"Recently Viewed Products (%1)","最近浏览过的产品 (%1)",module,Magento_AdvancedCheckout
"Add to Shopping Cart by SKU","根据商品编号 SKU 添加到购物车",module,Magento_AdvancedCheckout
"Add to Shopping Cart",添加到购物车,module,Magento_AdvancedCheckout
"Wish List (%1)","收藏夹 (%1)",module,Magento_AdvancedCheckout
Apply,应用,module,Magento_AdvancedCheckout
Configure,配置,module,Magento_AdvancedCheckout
"Add to Order by SKU","根据商品编号 SKU 添加到订单",module,Magento_AdvancedCheckout
"Add to Order",添加到订单,module,Magento_AdvancedCheckout
"Add Products to Order",将产品添加到订单,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> 产品可以关注。</span>",module,Magento_AdvancedCheckout
"Remove All",删除所有,module,Magento_AdvancedCheckout
"Only %1%2%3 left in stock","仓库中只余有 %1%2%3",module,Magento_AdvancedCheckout
"You can buy up to %1 of these per purchase.","每次购买，您最多可以购买 %1。",module,Magento_AdvancedCheckout
"You must buy at least %1 of these per purchase.",每次购买，您必须购买至少%1。,module,Magento_AdvancedCheckout
"Specify the product's options.",指定的产品选项。,module,Magento_AdvancedCheckout
"Alert me when this item is available.",当产品可买时，请通知我。,module,Magento_AdvancedCheckout
"We can't find this customer.",我们无法找到这个顾客。,module,Magento_AdvancedCheckout
"Shopping cart management is disabled for this customer.",此顾客禁用购物车管理。,module,Magento_AdvancedCheckout
"We can't find this store.",我们无法找到这个店铺。,module,Magento_AdvancedCheckout
Customers,客户,module,Magento_AdvancedCheckout
"Shopping Cart",购物车,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.",抱歉，出问题了，你可以在错误日志中找到更多的信息。,module,Magento_AdvancedCheckout
"You do not have access to this.",你没有权限访问这个页面。,module,Magento_AdvancedCheckout
"Ordered item id is not received.","订购的商品 ID 还没有收到。",module,Magento_AdvancedCheckout
"Ordered item is not loaded.",订购的产品没有上架。,module,Magento_AdvancedCheckout
"Quote item id is not received.","报价商品 ID 还没有收到。",module,Magento_AdvancedCheckout
"Quote item is not loaded.",报价商品没有上架。,module,Magento_AdvancedCheckout
"The wish list item id is not received.","收藏夹列表商品 ID 没有接受到。",module,Magento_AdvancedCheckout
"The wish list item is not loaded.",收藏夹商品没有上架。,module,Magento_AdvancedCheckout
"An error has occurred. See error log for details.",出问题了，详细信息请查阅错误日志。,module,Magento_AdvancedCheckout
"You cannot configure a product.",您不能配置这个产品。,module,Magento_AdvancedCheckout
"You removed the items.",您删除的商品。,module,Magento_AdvancedCheckout
"You removed the item.",您已删除了这个产品。,module,Magento_AdvancedCheckout
"You added %1 to your shopping cart.","您已添加 %1 到您的购物车",module,Magento_AdvancedCheckout
"You cannot add a product.",您不能添加产品。,module,Magento_AdvancedCheckout
"Order by SKU","按 SKU 编码排序",module,Magento_AdvancedCheckout
"The SKU was not found in the catalog.","在目录中找不到该商品编号 SKU。",module,Magento_AdvancedCheckout
"Availability: Out of stock.",库存：缺货。,module,Magento_AdvancedCheckout
"We don't have as many of these as you want.",您想要的超出我们的存量。,module,Magento_AdvancedCheckout
"You can't add this many to your cart.",您添加的数量已经超出购物车,module,Magento_AdvancedCheckout
"You need to choose options for your item.",您需要为您的商品选择选项。,module,Magento_AdvancedCheckout
"We can't add the item to your cart.",您不能添加此产品到您的购物车,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","请在""数量""字段中输入的实际数字。",module,Magento_AdvancedCheckout
"This product is assigned to another website.",本产品已分配给另一个网站。,module,Magento_AdvancedCheckout
"You can add only enabled products.",您可以添加只启用的产品。,module,Magento_AdvancedCheckout
"You cannot upload this file.",你无法上传此文件。,module,Magento_AdvancedCheckout
"The file is empty.",该文件是空的。,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","您还没有输入产品的 SKU。请 <a href=""%1""> 单击此处</a> 以添加产品的 SKU。",module,Magento_AdvancedCheckout
"You have not entered a product SKU.","您还没有输入产品的 SKU。",module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","不能添加id为 ""%1"" 的产品到购物车 。",module,Magento_AdvancedCheckout
"Something went wrong while reordering this product.",本产品的重新排序时，出了错。,module,Magento_AdvancedCheckout
"We can't find this wish list.",我们找不到这个愿望清单。,module,Magento_AdvancedCheckout
"You added %1 product to your shopping cart.","%1 产品已经添加到您的购物车。",module,Magento_AdvancedCheckout
"You added %1 products to your shopping cart.","%1 产品已经添加到您的购物车。",module,Magento_AdvancedCheckout
"%1 product requires your attention.","%1 产品可以关注。",module,Magento_AdvancedCheckout
"%1 products require your attention.","%1 产品可以关注。",module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups",是的，针对指定的客户群体,module,Magento_AdvancedCheckout
"Yes, for Everyone",是的，对所有人生效。,module,Magento_AdvancedCheckout
No,否,module,Magento_AdvancedCheckout
"The file is corrupt.",该文件已损坏。,module,Magento_AdvancedCheckout
"Please upload the file in .csv format.","请上传 .csv 格式的文件。",module,Magento_AdvancedCheckout
"%1 item(s) need your attention.","%1 项目需要您的关注。",module,Magento_AdvancedCheckout
"Apply Coupon Code",适用的优惠券代码,module,Magento_AdvancedCheckout
"Remove Coupon Code",删除优惠券代码,module,Magento_AdvancedCheckout
Remove,删除,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","优惠券代码""%1""无效。",module,Magento_AdvancedCheckout
"Shopping Cart Items",购物车里的产品,module,Magento_AdvancedCheckout
Qty,数量,module,Magento_AdvancedCheckout
Subtotal,小计,module,Magento_AdvancedCheckout
Discount,折扣,module,Magento_AdvancedCheckout
"Row Subtotal",行小计,module,Magento_AdvancedCheckout
Action,操作,module,Magento_AdvancedCheckout
"No ordered items",没有订购项,module,Magento_AdvancedCheckout
"Total %1 product(s)","总计%1 产品",module,Magento_AdvancedCheckout
Subtotal:,小计：,module,Magento_AdvancedCheckout
"Please select",请选择,module,Magento_AdvancedCheckout
"Move to Wish List",移动到收藏夹,module,Magento_AdvancedCheckout
"No item specified.",无指定商品。,module,Magento_AdvancedCheckout
"Are you sure you want to remove this item?",你确定要删除商品吗？,module,Magento_AdvancedCheckout
"SKU number","SKU 编号",module,Magento_AdvancedCheckout
"Upload File",上传文件,module,Magento_AdvancedCheckout
"Your csv file must include ""sku"" and ""qty"" columns.","您的 csv 文件必须包括""sku""和""数量""列。",module,Magento_AdvancedCheckout
Reset,重置,module,Magento_AdvancedCheckout
SKU:,SKU：,module,Magento_AdvancedCheckout
"Only <span id=""%1_max_allowed"">%2</span> in stock","只有 <span id=""%1_max_allowed"">%2</span> 有货",module,Magento_AdvancedCheckout
Item,商品,module,Magento_AdvancedCheckout
"See price before order confirmation.",确认订单前显示价格。,module,Magento_AdvancedCheckout
"What's this?",这是什么？,module,Magento_AdvancedCheckout
"Incl. Tax",含税,module,Magento_AdvancedCheckout
"Excl. Tax",不含税,module,Magento_AdvancedCheckout
"Edit item parameters",修改参数,module,Magento_AdvancedCheckout
Edit,编辑,module,Magento_AdvancedCheckout
"Remove item",移除商品,module,Magento_AdvancedCheckout
"Products Requiring Attention",可以关注的产品,module,Magento_AdvancedCheckout
"Add to Cart",添加到购物车,module,Magento_AdvancedCheckout
Sku,SKU,module,Magento_AdvancedCheckout
File,文件,module,Magento_AdvancedCheckout
"File extensions allowed: .csv",允许使用的文件扩展类型：.csv,module,Magento_AdvancedCheckout
"Add Row",添加行,module,Magento_AdvancedCheckout
"Remove Row",删除行,module,Magento_AdvancedCheckout
"Add Products By SKU","按 SKU 添加产品",module,Magento_AdvancedCheckout
"Shopping Cart Management",购物车管理,module,Magento_AdvancedCheckout
"View Shopping Cart",查看购物车,module,Magento_AdvancedCheckout
"View and modify Shopping Cart",查看和修改购物车,module,Magento_AdvancedCheckout
"Order by SKU Settings","按 SKU 设置顺序",module,Magento_AdvancedCheckout
"Enable Order by SKU on My Account in Storefront","在店面我的账号启用 SKU 排序",module,Magento_AdvancedCheckout
"Customer Groups",客户组,module,Magento_AdvancedCheckout
"Apply Coupon",申请优惠券,module,Magento_AdvancedCheckout
"Order by SKU Description","按 SKU 描述排序",module,Magento_AdvancedCheckout
"Display a Link to Loading a Spreadsheet",显示加载电子表格的链接,module,Magento_AdvancedCheckout
"Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget","定义在组件上是否显示我的账户页面 &gt; 按 SKU 排序的链接",module,Magento_AdvancedCheckout
"Link Text",链接文本,module,Magento_AdvancedCheckout
"The text of the link to the My Account &gt; Order by SKU page","我的账户页面 &gt; 按 SKU 排序的链接文本",module,Magento_AdvancedCheckout
"Load a list of SKUs","加载 SKU 的列表",module,Magento_AdvancedCheckout
"Order by SKU Template","按 SKU 排序的模板",module,Magento_AdvancedCheckout
"Please correct the data sent.",请更正发送的数据。,module,Magento_AdvancedPricingImportExport
"Entity type model '%1' is not found","实体型模式必须是一个实例 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","实体模类型型必须是实例 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export",没有可以导出的产品类型,module,Magento_AdvancedPricingImportExport
"%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface","类%1未实现\Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface",module,Magento_AdvancedRule
"Sales Rule",促销规则,module,Magento_AdvancedSalesRule
"Index sales rule",索引促销规则,module,Magento_AdvancedSalesRule
"Related Search Terms",相关搜索关键词,module,Magento_AdvancedSearch
"Add New Search Term",添加新的搜索词,module,Magento_AdvancedSearch
button_label,按钮名称,module,Magento_AdvancedSearch
"Missing search engine parameter.",丢失搜索引擎参数,module,Magento_AdvancedSearch
"Successful! Test again?","成功! 再测试一遍？",module,Magento_AdvancedSearch
"Connection failed! Test again?","连接失败! 再测试一遍？",module,Magento_AdvancedSearch
"Enable Search Recommendations",启用搜索建议,module,Magento_AdvancedSearch
"When you enable this option your site may slow down.",当您启用此选项时您的站点响应可能变慢.,module,Magento_AdvancedSearch
"Search Recommendations Count",搜索建议总数,module,Magento_AdvancedSearch
"Show Results Count for Each Recommendation",显示每项搜索建议的结果总数,module,Magento_AdvancedSearch
"Enable Search Suggestions",启用搜索建议,module,Magento_AdvancedSearch
"Search Suggestions Count",搜索建议计数,module,Magento_AdvancedSearch
"Show Results Count for Each Suggestion",显示每个建议的结果数,module,Magento_AdvancedSearch
"Related search terms",相关搜索,module,Magento_AdvancedSearch
"Did you mean",您的意思是？,module,Magento_AdvancedSearch
ID,ID,module,Magento_AdvancedSearch
"Search Query",搜索查询,module,Magento_AdvancedSearch
Store,商店,module,Magento_AdvancedSearch
Results,结果,module,Magento_AdvancedSearch
Uses,使用,module,Magento_AdvancedSearch
"Redirect URL","重定向 URL",module,Magento_AdvancedSearch
"Suggested Term",建议的词,module,Magento_AdvancedSearch
Yes,是,module,Magento_AdvancedSearch
No,否,module,Magento_AdvancedSearch
Action,操作,module,Magento_AdvancedSearch
Edit,编辑,module,Magento_AdvancedSearch
"RPC call failed, connection timed out after %time_out.","RPC 调用失败，连接%time_out 后超时。",module,Magento_Amqp
"Message has been rejected: %1","消息被拒绝: %1",module,Magento_Amqp
"Error while checking if topic is synchronous",检查是否主题是否同步时出错,module,Magento_Amqp
"Subscription status",订阅状态,module,Magento_Analytics
"Sorry, there has been an error processing your request. Please try again later.",对不起，已处理您的请求时出错。请稍后再试。,module,Magento_Analytics
"Sorry, there was an error processing your registration request to Magento Analytics. Please try again later.","对不起，处理 Magento 分析您的注册请求时出错。请稍后再试。",module,Magento_Analytics
"Error occurred during postponement notification",推迟通知的过程中出错,module,Magento_Analytics
"Time value has an unsupported format",时间的格式不支持,module,Magento_Analytics
"Cron settings can't be saved","无法保存 Cron 设置",module,Magento_Analytics
"There was an error save new configuration value.",有保存新的配置值时出错。,module,Magento_Analytics
"Please select a vertical.",请选择一个认证。,module,Magento_Analytics
"--Please Select--","-- 请选择 --",module,Magento_Analytics
"Command was not found.",命令未找到。,module,Magento_Analytics
"Input data must be string or convertible into string.",输入数据必须是字符串或可被转换成字符串。,module,Magento_Analytics
"Input data must be non-empty string.",输入数据必须是非空字符串。,module,Magento_Analytics
"Not valid cipher method.",无效的加密方法。,module,Magento_Analytics
"Encryption key can't be empty.",加密密钥不能为空。,module,Magento_Analytics
"Source ""%1"" is not exist","源 ""%1"" 不存在",module,Magento_Analytics
"These arguments can't be empty ""%1""","这些参数不能为空 ""%1""",module,Magento_Analytics
"Cannot find predefined integration user!",无法找到预定义的集成用户!,module,Magento_Analytics
"File is not ready yet.",文件尚未准备就绪。,module,Magento_Analytics
"Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.","您的Base URL 已更改, 并且您的报告正在被更新。高级报告将在此变更处理完成后可用。请稍后再试。",module,Magento_Analytics
"Failed to synchronize data to the Magento Business Intelligence service.","无法将数据同步到 Magento 智慧商务（Magento Business Intelligence）服务。",module,Magento_Analytics
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1""> 重试同步 </a>",module,Magento_Analytics
TestMessage,测试消息,module,Magento_Analytics
"Error message",错误消息,module,Magento_Analytics
"Apps and Games",应用程序和游戏,module,Magento_Analytics
"Athletic/Sporting Goods",体育/体育用品,module,Magento_Analytics
"Art and Design",艺术与设计,module,Magento_Analytics
"Advanced Reporting",高级报告,module,Magento_Analytics
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","通过根据客户数据量身定做的动态产品、订单和客户报告, 获得新的洞察力并掌握您的业务性能。",module,Magento_Analytics
"View details",查看详情,module,Magento_Analytics
"Go to Advanced Reporting",转到高级报告,module,Magento_Analytics
"An error occurred while subscription process.",订阅过程时出错。,module,Magento_Analytics
Analytics,统计,module,Magento_Analytics
API,应用开发接口（API）,module,Magento_Analytics
Configuration,配置,module,Magento_Analytics
"Business Intelligence",智慧商务,module,Magento_Analytics
"BI Essentials",BI至关重要,module,Magento_Analytics
"This service provides a dynamic suite of reports with rich insights about your business.
                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the
                ""Go to Advanced Reporting"" link. </br> For more information, see our
                <a href=""https://magento.com/legal/terms/privacy"">terms and conditions</a>.","此服务提供了一组动态的报告, 对您的业务有丰富的洞察力。                通过单击 ""转到高级报告"" 链接, 可以在管理面板外部的个性化仪表板上安全地访问报表。</br> 有关详细信息, 请参阅我们的 <a href=""https://magento.com/legal/terms/privacy""> 条款和条件 </a>。",module,Magento_Analytics
"Advanced Reporting Service",高级报告服务,module,Magento_Analytics
Industry,工业制品,module,Magento_Analytics
"Time of day to send data",每天发送数据的时间,module,Magento_Analytics
"<strong>Get more insights from Magento Business Intelligence</strong>","<strong> 从 Magento 商业智能中获得更多的洞察力 </strong>",module,Magento_Analytics
"Magento Business Intelligence provides you with a simple and clear path to
                    becoming more data driven.</br> Learn more about <a target=""_blank""
                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">BI Essentials</a> tier.","Magento 商业智能为您提供了一个简单而清晰的路径, 使其成为更多的数据驱动. </br>了解有关 <a target=""_blank"" href=""https://dashboard.rjmetrics.com/v2/magento/signup/""> BI 要点 </a> 层的详细信息。",module,Magento_Analytics
"Auto Parts",汽配,module,Magento_Analytics
"Baby/Children’s Apparel, Gear and Toys",婴儿/儿童服装，用品和玩具,module,Magento_Analytics
"Beauty and Cosmetics",美容化妆,module,Magento_Analytics
"Books, Music and Magazines",图书，音乐，杂志,module,Magento_Analytics
"Crafts and Stationery",工艺品和文具,module,Magento_Analytics
"Consumer Electronics",消费电子产品,module,Magento_Analytics
"Deal Site",交易网站,module,Magento_Analytics
"Fashion Apparel and Accessories",时尚服装及配件,module,Magento_Analytics
"Food, Beverage and Grocery",食品、饮料和杂货,module,Magento_Analytics
"Home Goods and Furniture",居家用品和家具,module,Magento_Analytics
"Home Improvement",家居装修,module,Magento_Analytics
"Jewelry and Watches",首饰和手表,module,Magento_Analytics
"Mass Merchant",大型零售商,module,Magento_Analytics
"Office Supplies",办公用品,module,Magento_Analytics
"Outdoor and Camping Gear",户外和露营装备,module,Magento_Analytics
"Pet Goods",宠物用品,module,Magento_Analytics
"Pharma and Medical Devices",药品和医疗器械,module,Magento_Analytics
"Technology B2B","技术 B2B",module,Magento_Analytics
"Analytics Subscription",订阅分析,module,Magento_Analytics
"powered by Magento Business Intelligence","由 Magento 商业智能驱动",module,Magento_Analytics
"Are you sure you want to opt out?",您确定不参与吗？,module,Magento_Analytics
Cancel,取消,module,Magento_Analytics
"Opt out",不参与,module,Magento_Analytics
"<p>Advanced Reporting in included,
                    free of charge, in your Magento software. When you opt out, we collect no product, order, and
                    customer data to generate our dynamic reports.</p><p>To opt in later: You can always turn on Advanced
                    Reporting in you Admin Panel.</p>","<p> 在您的 Magento 软件中免费包含高级报告。当您选择退出时, 我们不会收集产品、订单和客户数据来生成动态报表. </p><p> 稍后选择: 您始终可以在 ""管理"" 面板中打开高级报告. </p>",module,Magento_Analytics
"In order to personalize your Advanced Reporting experience, please select your industry.","为了个性化您的高级报告经验, 请先选择您的行业。",module,Magento_Analytics
Back,返回,module,Magento_AsynchronousOperations
Done,完成,module,Magento_AsynchronousOperations
Retry,重试,module,Magento_AsynchronousOperations
"'Action Details - #' .","' 操作详情-#'。",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.""","%1 项目已定于更新。""",module,Magento_AsynchronousOperations
"Bulk Actions Log",批量操作日志,module,Magento_AsynchronousOperations
"%1 item(s) are currently being updated.","目前正在更新的项目 （%1）。",module,Magento_AsynchronousOperations
"Task ""%1"":","""%1""的任务︰",module,Magento_AsynchronousOperations
"%1 item(s) have been scheduled for update.","%1 项目已定于更新。",module,Magento_AsynchronousOperations
"%1 item(s) have been successfully updated.","%1 项目已成功更新。",module,Magento_AsynchronousOperations
"%1 item(s) failed to update","%1 项目更新失败",module,Magento_AsynchronousOperations
Details,详情,module,Magento_AsynchronousOperations
"View Details",查看详情,module,Magento_AsynchronousOperations
Dismiss,忽略,module,Magento_AsynchronousOperations
"Pending, in queue...",挂起，队列中......,module,Magento_AsynchronousOperations
"%1 items selected for mass update","%1 项目选择大规模更新",module,Magento_AsynchronousOperations
", %1 successfully updated","，已成功更新 %1",module,Magento_AsynchronousOperations
", %1 failed to update",", %1 更新失败",module,Magento_AsynchronousOperations
"Something went wrong.",出了点问题。,module,Magento_AsynchronousOperations
"Action Log",操作日志,module,Magento_AsynchronousOperations
"Bulk Actions",批量操作,module,Magento_AsynchronousOperations
"Days Saved in Log",日志保存天数,module,Magento_AsynchronousOperations
"Description of Operation",操作说明,module,Magento_AsynchronousOperations
Summary,摘要,module,Magento_AsynchronousOperations
"Start Time",开始时间,module,Magento_AsynchronousOperations
"Items to Retry",项目以重试,module,Magento_AsynchronousOperations
"To retry, select the items and click “Retry”.","要重试，请选中该项目并单击""重试""。",module,Magento_AsynchronousOperations
"Items That Can’t Be Updated.",不能更新的项目。,module,Magento_AsynchronousOperations
ID,ID,module,Magento_AsynchronousOperations
Status,状态,module,Magento_AsynchronousOperations
"Meta Information","Meta 信息",module,Magento_AsynchronousOperations
Error,错误,module,Magento_AsynchronousOperations
"Dismiss All Completed Tasks",关闭所有已完成的任务,module,Magento_AsynchronousOperations
"Action Details - #","操作详情 - #",module,Magento_AsynchronousOperations
"Number of Records Affected",受影响的记录数,module,Magento_AsynchronousOperations
"We can't find the role for the user you wanted.","出了错，同时编制允许的资源列表。 “”你可以找到更多的例外日志。",module,Magento_Authorization
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.",编译允许资源列表时出错。可以从异常日志查找更多可用信息。,module,Magento_Authorization
"You created the order.",您已创建的订单。,module,Magento_Authorizenet
"Order saving error: %1","订单保存错误: %1",module,Magento_Authorizenet
"Please choose a payment method.",请选择支付方式,module,Magento_Authorizenet
"We can't process your order right now. Please try again later.",商户邮件,module,Magento_Authorizenet
"An error occurred on the server. Please try to place the order again.",服务器上出现错误。请试着再次下订单。,module,Magento_Authorizenet
"Credit Card: xxxx-%1",信用卡：xxxx-%1,module,Magento_Authorizenet
"amount %1","金额 %1",module,Magento_Authorizenet
failed.,失败。,module,Magento_Authorizenet
successful.,成功。,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net 交易记录 ID %1。",module,Magento_Authorizenet
authorize,授权,module,Magento_Authorizenet
"authorize and capture",授权和获取,module,Magento_Authorizenet
capture,获取,module,Magento_Authorizenet
refund,退款,module,Magento_Authorizenet
void,无效,module,Magento_Authorizenet
"Gateway error: %1","网关错误: %1",module,Magento_Authorizenet
"Something went wrong in the payment gateway.",支付网关出错。,module,Magento_Authorizenet
"Invalid amount for capture.",获取的金额无效。,module,Magento_Authorizenet
"Payment capturing error.",付款时出错。,module,Magento_Authorizenet
"Invalid transaction ID.",无效交易id。,module,Magento_Authorizenet
"Payment voiding error.",无效的错误付款。,module,Magento_Authorizenet
"Invalid amount for refund.",退款金额无效。,module,Magento_Authorizenet
"Payment refunding error.",退款出错。,module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.",该交易被拒绝，因为响应hash验证失败。,module,Magento_Authorizenet
"This payment didn't work out because we can't find this order.",这笔款项并不奏效，因为我们找不到此命令。,module,Magento_Authorizenet
"There was a payment authorization error.",出现了一个付款授权错误。,module,Magento_Authorizenet
